age,income,city,bought
47,68916,Hyderabad,1
64,25682,Hyderabad,0
49,49445,Mumbai,0
51,136531,Bangalore,1
52,134899,Mumbai,1
61,73999,Hyderabad,1
39,122346,Bangalore,1
40,66466,Delhi,1
31,106291,Delhi,1
54,80159,Delhi,1
31,145499,Bangalore,1
51,137975,Mumbai,1
33,81146,Chennai,1
52,98504,Mumbai,1
53,118118,Chennai,1
30,76954,Hyderabad,1
58,50232,Mumbai,0
33,94715,Delhi,1
20,58829,Mumbai,0
44,58467,Chennai,0
41,93010,Bangalore,1
44,80193,Bangalore,1
51,81456,Chennai,1
63,59832,Delhi,0
43,55262,Chennai,0
23,42074,Delhi,0
43,54882,Delhi,0
47,68636,Bangalore,1
28,100377,Chennai,1
48,77381,Delhi,1
25,59098,Bangalore,0
50,64571,Delhi,1
50,38557,Delhi,0
65,126745,Bangalore,1
34,129759,Delhi,1
41,82594,Mumbai,1
52,39777,Bangalore,0
63,53072,Chennai,0
22,34527,Chennai,0
52,74965,Delhi,1
24,65228,Chennai,0
19,137688,Mumbai,0
42,34978,Delhi,0
51,104635,Mumbai,1
43,123109,Delhi,1
39,69786,Bangalore,1
63,107653,Bangalore,1
42,70958,Bangalore,1
29,122192,Chennai,1
50,57348,Chennai,0
50,123705,Bangalore,1
32,90513,Chennai,1
23,59985,Delhi,0
30,63019,Bangalore,1
58,114913,Bangalore,1
35,69297,Hyderabad,1
40,113416,Chennai,1
45,28756,Delhi,0
32,25910,Delhi,0
23,103770,Chennai,0
59,43044,Mumbai,0
49,126637,Mumbai,1
32,93506,Chennai,1
55,86810,Bangalore,1
61,41476,Delhi,0
59,137360,Chennai,1
65,139332,Mumbai,1
42,129574,Hyderabad,1
32,95133,Bangalore,1
60,128036,Delhi,1
55,67577,Chennai,1
19,128546,Hyderabad,0
30,58900,Delhi,0
63,104240,Hyderabad,1
23,78266,Bangalore,0
20,96250,Delhi,0
22,49769,Chennai,0
62,128641,Bangalore,1
19,56529,Bangalore,0
51,107361,Bangalore,1
53,60652,Mumbai,1
65,87109,Chennai,1
20,27044,Chennai,0
29,131230,Chennai,1
54,68348,Hyderabad,1
39,139854,Delhi,1
37,131338,Mumbai,1
56,71582,Bangalore,1
36,105354,Chennai,1
45,100507,Bangalore,1
36,43112,Delhi,0
65,123510,Chennai,1
62,116509,Bangalore,1
45,42095,Chennai,0
39,47092,Hyderabad,0
18,26570,Delhi,0
44,146925,Delhi,1
59,83566,Mumbai,1
35,65112,Chennai,1
55,111804,Bangalore,1
62,123469,Bangalore,1
55,49133,Mumbai,0
38,113363,Delhi,1
44,118270,Mumbai,1
53,54878,Mumbai,0
45,61503,Hyderabad,1
56,88755,Delhi,1
61,114589,Delhi,1
21,36861,Chennai,0
18,85964,Hyderabad,0
24,41442,Hyderabad,0
36,108395,Bangalore,1
46,78088,Delhi,1
65,121788,Mumbai,1
20,137254,Bangalore,0
54,64549,Hyderabad,1
36,36778,Bangalore,0
29,106987,Mumbai,1
38,118537,Bangalore,1
27,128176,Hyderabad,1
30,108873,Mumbai,1
48,47148,Hyderabad,0
48,118446,Bangalore,1
43,111302,Chennai,1
54,97718,Delhi,1
60,52278,Delhi,0
26,79336,Bangalore,1
42,60903,Chennai,1
63,86912,Delhi,1
23,69780,Hyderabad,0
53,42025,Delhi,0
51,138417,Chennai,1
20,113491,Hyderabad,0
56,61384,Delhi,1
64,147684,Delhi,1
49,120383,Hyderabad,1
25,40203,Chennai,0
25,34970,Bangalore,0
43,58789,Bangalore,0
42,118397,Delhi,1
24,101352,Hyderabad,0
33,32910,Hyderabad,0
47,72610,Bangalore,1
29,120873,Bangalore,1
49,52903,Hyderabad,0
52,137456,Bangalore,1
63,49212,Mumbai,0
49,119583,Chennai,1
36,98343,Chennai,1
47,25620,Delhi,0
48,98441,Hyderabad,1
25,107906,Mumbai,0
39,56752,Mumbai,0
39,147083,Delhi,1
28,36343,Hyderabad,0
19,97168,Mumbai,0
28,78238,Chennai,1
54,101749,Delhi,1
57,78621,Chennai,1
44,120422,Delhi,1
27,95928,Chennai,1
41,144349,Mumbai,1
53,53181,Hyderabad,0
59,72317,Chennai,1
22,78722,Bangalore,0
43,124350,Hyderabad,1
26,39210,Delhi,0
18,49761,Chennai,0
18,134047,Hyderabad,0
19,83591,Delhi,0
33,88886,Hyderabad,1
21,94170,Hyderabad,0
64,79645,Chennai,1
55,54464,Mumbai,0
20,90366,Delhi,0
54,141562,Hyderabad,1
33,60777,Hyderabad,1
35,102839,Mumbai,1
61,116127,Chennai,1
49,119704,Bangalore,1
52,82705,Chennai,1
61,48068,Hyderabad,0
44,70562,Delhi,1
48,129653,Bangalore,1
61,138178,Bangalore,1
39,76769,Bangalore,1
46,42462,Chennai,0
48,76795,Bangalore,1
61,61199,Delhi,1
56,91824,Mumbai,1
50,38495,Chennai,0
55,60579,Chennai,1
48,100680,Bangalore,1
18,137604,Delhi,0
30,65282,Bangalore,1
26,123932,Mumbai,1
21,49366,Chennai,0
29,77062,Hyderabad,1
32,32647,Mumbai,0
26,135776,Chennai,1
60,149785,Bangalore,1
40,47522,Bangalore,0
46,54187,Mumbai,0
18,105188,Delhi,0
47,123760,Bangalore,1
20,121002,Chennai,0
32,68910,Delhi,1
45,92494,Bangalore,1
27,109842,Mumbai,1
35,85946,Chennai,1
65,87735,Bangalore,1
25,41402,Bangalore,0
63,98135,Mumbai,1
48,124622,Hyderabad,1
55,28240,Delhi,0
64,129667,Bangalore,1
31,77355,Chennai,1
56,146989,Mumbai,1
30,42826,Chennai,0
45,55218,Mumbai,0
34,41976,Mumbai,0
52,148689,Bangalore,1
62,77461,Mumbai,1
51,55261,Chennai,0
26,142336,Mumbai,1
49,113364,Mumbai,1
29,69173,Hyderabad,1
31,38370,Delhi,0
32,131156,Mumbai,1
63,86805,Delhi,1
18,96200,Hyderabad,0
37,43687,Mumbai,0
34,147631,Delhi,1
31,122394,Chennai,1
18,60009,Mumbai,0
30,55568,Mumbai,0
61,41225,Hyderabad,0
50,52596,Hyderabad,0
35,73121,Chennai,1
58,125406,Delhi,1
26,72192,Chennai,1
53,107042,Delhi,1
35,85914,Mumbai,1
46,38241,Hyderabad,0
51,129981,Bangalore,1
61,113805,Delhi,1
48,149449,Chennai,1
54,111340,Chennai,1
52,27170,Chennai,0
36,73434,Bangalore,1
37,64642,Mumbai,1
24,73188,Chennai,0
60,116321,Hyderabad,1
32,85760,Hyderabad,1
60,45623,Chennai,0
36,28947,Bangalore,0
31,118492,Mumbai,1
58,132991,Chennai,1
30,109894,Hyderabad,1
45,93471,Hyderabad,1
41,105837,Mumbai,1
34,120135,Mumbai,1
51,97888,Mumbai,1
58,130223,Hyderabad,1
20,53960,Hyderabad,0
47,105426,Hyderabad,1
47,144761,Hyderabad,1
31,113830,Mumbai,1
23,115883,Bangalore,0
19,56198,Mumbai,0
24,102838,Hyderabad,0
41,124295,Hyderabad,1
61,80129,Bangalore,1
41,127154,Delhi,1
61,114777,Delhi,1
26,68466,Delhi,1
43,82135,Chennai,1
65,110111,Hyderabad,1
43,108610,Delhi,1
43,109702,Chennai,1
32,64015,Chennai,1
44,86739,Delhi,1
37,133637,Hyderabad,1
54,113937,Hyderabad,1
45,57324,Mumbai,0
53,101490,Bangalore,1
64,105692,Delhi,1
64,25127,Mumbai,0
51,68902,Mumbai,1
37,44219,Chennai,0
42,47137,Mumbai,0
24,67631,Bangalore,0
54,124532,Chennai,1
33,143953,Chennai,1
36,51987,Hyderabad,0
61,79346,Mumbai,1
56,104130,Bangalore,1
57,69147,Hyderabad,1
36,25946,Mumbai,0
53,98778,Bangalore,1
38,128268,Bangalore,1
44,72486,Chennai,1
60,110579,Bangalore,1
30,34763,Chennai,0
21,92311,Chennai,0
31,29104,Delhi,0
27,121774,Delhi,1
19,111794,Mumbai,0
65,130731,Chennai,1
31,74829,Chennai,1
32,114508,Mumbai,1
40,121446,Chennai,1
60,129166,Chennai,1
31,119347,Mumbai,1
28,149134,Mumbai,1
36,145340,Hyderabad,1
46,60114,Hyderabad,1
31,103432,Delhi,1
45,112494,Chennai,1
18,129457,Delhi,0
55,41232,Delhi,0
56,26360,Bangalore,0
53,93078,Chennai,1
43,119371,Delhi,1
65,82981,Mumbai,1
65,45218,Chennai,0
37,64872,Chennai,1
53,141204,Hyderabad,1
58,115551,Mumbai,1
60,86476,Hyderabad,1
40,105483,Bangalore,1
58,148134,Bangalore,1
23,88483,Chennai,0
21,128139,Hyderabad,0
60,28042,Hyderabad,0
30,89965,Delhi,1
44,63356,Bangalore,1
58,149464,Hyderabad,1
24,26897,Bangalore,0
40,123464,Chennai,1
33,118817,Bangalore,1
44,82059,Hyderabad,1
37,58415,Chennai,0
31,115264,Mumbai,1
52,82734,Hyderabad,1
21,122543,Bangalore,0
26,90689,Hyderabad,1
19,111400,Bangalore,0
42,82244,Bangalore,1
23,97499,Mumbai,0
46,96083,Bangalore,1
65,83898,Chennai,1
23,102780,Hyderabad,0
52,90858,Mumbai,1
46,60840,Mumbai,1
34,71499,Delhi,1
56,132401,Chennai,1
50,66800,Hyderabad,1
31,90976,Delhi,1
43,45675,Bangalore,0
21,44634,Mumbai,0
20,92043,Hyderabad,0
59,102554,Chennai,1
35,76548,Hyderabad,1
58,46679,Bangalore,0
32,64081,Mumbai,1
40,57916,Hyderabad,0
43,102970,Bangalore,1
29,39692,Mumbai,0
24,114919,Bangalore,0
42,29219,Mumbai,0
50,84227,Delhi,1
18,93303,Hyderabad,0
20,52469,Bangalore,0
37,79998,Hyderabad,1
36,75038,Chennai,1
18,143582,Bangalore,0
55,130169,Delhi,1
31,87513,Chennai,1
34,82841,Bangalore,1
47,81401,Hyderabad,1
25,111123,Delhi,0
45,35625,Mumbai,0
29,40177,Bangalore,0
20,123901,Mumbai,0
64,100307,Chennai,1
62,66026,Bangalore,1
53,128370,Chennai,1
63,90891,Delhi,1
58,98797,Delhi,1
20,128262,Bangalore,0
25,66137,Hyderabad,0
56,54046,Mumbai,0
31,73864,Mumbai,1
52,79523,Chennai,1
18,38161,Mumbai,0
50,66129,Bangalore,1
65,25042,Delhi,0
28,101824,Bangalore,1
48,50299,Hyderabad,0
18,38884,Delhi,0
22,49164,Bangalore,0
40,137217,Chennai,1
24,96038,Delhi,0
41,98260,Delhi,1
42,122999,Delhi,1
56,63692,Hyderabad,1
54,126020,Hyderabad,1
25,49863,Chennai,0
58,127814,Bangalore,1
20,139961,Bangalore,0
39,40835,Hyderabad,0
24,113059,Hyderabad,0
32,134224,Hyderabad,1
44,94763,Chennai,1
23,90754,Chennai,0
60,89547,Delhi,1
48,26020,Hyderabad,0
18,109149,Bangalore,0
57,149245,Mumbai,1
56,136501,Mumbai,1
63,46356,Hyderabad,0
63,127421,Bangalore,1
19,89277,Delhi,0
56,80386,Delhi,1
27,102462,Mumbai,1
31,131532,Mumbai,1
22,124930,Mumbai,0
35,100561,Bangalore,1
28,42664,Delhi,0
54,139233,Bangalore,1
20,112257,Delhi,0
31,87652,Delhi,1
48,90015,Bangalore,1
51,97832,Bangalore,1
42,45250,Chennai,0
34,95897,Delhi,1
42,77353,Delhi,1
22,115505,Mumbai,0
44,128414,Mumbai,1
64,29302,Mumbai,0
21,75899,Hyderabad,0
41,148626,Delhi,1
45,66681,Chennai,1
61,37229,Mumbai,0
25,40450,Hyderabad,0
45,31300,Delhi,0
52,35730,Delhi,0
60,120664,Mumbai,1
60,118120,Mumbai,1
61,105554,Hyderabad,1
32,50646,Delhi,0
29,67538,Bangalore,1
55,139663,Hyderabad,1
49,101127,Mumbai,1
21,81254,Mumbai,0
32,40076,Bangalore,0
60,69675,Hyderabad,1
45,97741,Hyderabad,1
62,104338,Delhi,1
19,140536,Hyderabad,0
63,75712,Delhi,1
54,124983,Chennai,1
53,31344,Bangalore,0
40,29042,Bangalore,0
28,36672,Delhi,0
27,123898,Delhi,1
31,128888,Chennai,1
18,93008,Delhi,0
43,128025,Bangalore,1
24,148394,Hyderabad,0
18,58183,Bangalore,0
65,129365,Chennai,1
20,139877,Hyderabad,0
62,34879,Hyderabad,0
49,143887,Delhi,1
34,29999,Hyderabad,0
33,60805,Chennai,1
54,67687,Bangalore,1
35,99191,Bangalore,1
19,132508,Chennai,0
18,102414,Bangalore,0
50,29552,Chennai,0
26,115742,Chennai,1
34,69627,Chennai,1
45,102872,Hyderabad,1
32,114686,Hyderabad,1
58,96615,Bangalore,1
54,110702,Delhi,1
49,58802,Mumbai,0
56,60937,Delhi,1
37,43753,Hyderabad,0
60,27107,Bangalore,0
57,72066,Chennai,1
59,83073,Chennai,1
29,66444,Mumbai,1
61,124758,Hyderabad,1
36,84524,Chennai,1
42,104274,Delhi,1
56,130699,Bangalore,1
30,30884,Delhi,0
43,147965,Bangalore,1
49,43216,Hyderabad,0
58,77540,Delhi,1
48,63468,Chennai,1
51,66965,Hyderabad,1
18,42662,Chennai,0
26,104790,Chennai,1
42,36115,Delhi,0
42,75717,Mumbai,1
64,95797,Chennai,1
45,26032,Mumbai,0
37,103219,Hyderabad,1
26,60398,Chennai,1
53,102921,Chennai,1
48,110257,Delhi,1
25,76882,Bangalore,0
42,45630,Chennai,0
65,89365,Bangalore,1
20,45727,Delhi,0
41,132722,Chennai,1
26,52037,Delhi,0
63,147920,Mumbai,1
38,44393,Bangalore,0
29,51617,Bangalore,0
27,69770,Chennai,1
20,25090,Hyderabad,0
38,122665,Hyderabad,1
57,65488,Hyderabad,1
42,140155,Delhi,1
46,48560,Delhi,0
41,136309,Delhi,1
39,126281,Mumbai,1
18,107042,Bangalore,0
64,142583,Mumbai,1
39,51111,Delhi,0
30,119239,Delhi,1
50,60677,Bangalore,1
44,27183,Bangalore,0
57,133700,Hyderabad,1
32,62769,Mumbai,1
33,44585,Mumbai,0
64,119087,Delhi,1
18,104237,Delhi,0
27,145764,Hyderabad,1
35,145116,Bangalore,1
65,54651,Delhi,0
35,144114,Delhi,1
35,137999,Delhi,1
52,146403,Chennai,1
50,54156,Bangalore,0
62,143873,Mumbai,1
61,135471,Chennai,1
48,102560,Hyderabad,1
27,115331,Bangalore,1
20,124133,Mumbai,0
24,146630,Delhi,0
45,146970,Hyderabad,1
27,54895,Delhi,0
31,89498,Hyderabad,1
54,138442,Hyderabad,1
23,90830,Delhi,0
59,27030,Delhi,0
61,99299,Chennai,1
27,137920,Bangalore,1
28,78529,Bangalore,1
47,93068,Hyderabad,1
45,131269,Mumbai,1
61,68580,Bangalore,1
50,87058,Chennai,1
36,126751,Bangalore,1
26,79658,Mumbai,1
62,64388,Hyderabad,1
51,149564,Hyderabad,1
27,50614,Chennai,0
58,44542,Bangalore,0
37,63722,Mumbai,1
26,108806,Bangalore,1
30,67852,Delhi,1
22,142838,Chennai,0
51,114071,Hyderabad,1
29,97553,Delhi,1
39,31037,Mumbai,0
34,69093,Bangalore,1
32,97616,Hyderabad,1
29,91949,Chennai,1
28,25932,Bangalore,0
46,76997,Chennai,1
45,74766,Chennai,1
63,30801,Hyderabad,0
26,95822,Hyderabad,1
49,64220,Bangalore,1
63,116265,Hyderabad,1
46,35358,Mumbai,0
21,107020,Chennai,0
38,52211,Delhi,0
61,135363,Mumbai,1
63,144446,Chennai,1
53,72173,Hyderabad,1
30,38464,Bangalore,0
63,42860,Chennai,0
26,37488,Delhi,0
48,135283,Bangalore,1
63,142765,Delhi,1
34,128593,Bangalore,1
32,25497,Delhi,0
18,130548,Chennai,0
23,61354,Bangalore,0
40,43656,Hyderabad,0
56,75063,Bangalore,1
40,117776,Chennai,1
37,60549,Mumbai,1
31,34060,Hyderabad,0
57,136437,Chennai,1
24,131269,Delhi,0
61,136580,Bangalore,1
32,54764,Mumbai,0
35,127955,Hyderabad,1
46,46578,Hyderabad,0
45,135362,Hyderabad,1
47,28734,Delhi,0
19,123304,Delhi,0
65,52003,Bangalore,0
32,63599,Bangalore,1
56,103597,Chennai,1
41,121848,Hyderabad,1
62,71654,Hyderabad,1
63,79179,Delhi,1
64,94557,Hyderabad,1
50,37100,Chennai,0
50,77883,Delhi,1
63,146947,Mumbai,1
25,73019,Hyderabad,0
55,45112,Chennai,0
56,58440,Mumbai,0
47,82292,Mumbai,1
50,41720,Chennai,0
36,101463,Delhi,1
31,53100,Delhi,0
28,46938,Mumbai,0
32,139156,Hyderabad,1
38,59608,Hyderabad,0
20,146815,Chennai,0
18,62989,Chennai,0
31,114884,Delhi,1
37,120923,Hyderabad,1
31,129537,Chennai,1
53,85728,Bangalore,1
47,86813,Chennai,1
34,25835,Chennai,0
19,53990,Chennai,0
42,78887,Bangalore,1
43,26641,Delhi,0
61,83888,Chennai,1
63,43251,Mumbai,0
53,136738,Mumbai,1
25,138437,Mumbai,0
61,109543,Hyderabad,1
26,40849,Hyderabad,0
31,137553,Hyderabad,1
44,138405,Hyderabad,1
28,88014,Hyderabad,1
34,124949,Chennai,1
26,80923,Bangalore,1
63,128605,Mumbai,1
56,51999,Mumbai,0
18,143791,Bangalore,0
64,127137,Bangalore,1
59,101838,Chennai,1
54,46771,Delhi,0
43,77545,Chennai,1
20,141319,Bangalore,0
52,71178,Mumbai,1
24,48816,Mumbai,0
34,110646,Bangalore,1
31,69571,Hyderabad,1
64,61322,Hyderabad,1
53,37002,Delhi,0
51,111222,Bangalore,1
45,71069,Delhi,1
27,59260,Mumbai,0
25,28812,Chennai,0
65,55807,Chennai,0
53,114418,Delhi,1
48,124240,Delhi,1
37,98283,Mumbai,1
42,58085,Hyderabad,0
24,35900,Chennai,0
64,69308,Hyderabad,1
40,146335,Bangalore,1
65,132514,Hyderabad,1
58,118028,Bangalore,1
54,147165,Bangalore,1
28,34601,Hyderabad,0
33,90488,Hyderabad,1
30,145769,Delhi,1
31,125016,Chennai,1
30,144221,Chennai,1
39,100523,Chennai,1
29,89076,Chennai,1
47,81055,Hyderabad,1
49,87421,Chennai,1
41,99443,Mumbai,1
41,128325,Hyderabad,1
45,34424,Mumbai,0
37,36704,Chennai,0
34,103068,Delhi,1
55,70356,Mumbai,1
53,28078,Hyderabad,0
59,96358,Bangalore,1
29,81669,Chennai,1
26,50164,Mumbai,0
56,104551,Delhi,1
61,131353,Chennai,1
43,40070,Bangalore,0
19,29346,Delhi,0
22,35747,Mumbai,0
57,38928,Bangalore,0
37,93903,Delhi,1
37,62101,Mumbai,1
65,51058,Chennai,0
34,90456,Hyderabad,1
28,124371,Delhi,1
34,101680,Hyderabad,1
18,36407,Delhi,0
64,93757,Chennai,1
24,129887,Chennai,0
34,133202,Chennai,1
63,104377,Delhi,1
37,135001,Hyderabad,1
54,36739,Bangalore,0
48,54382,Hyderabad,0
60,145866,Delhi,1
42,84531,Hyderabad,1
54,74924,Chennai,1
60,55299,Chennai,0
46,48790,Delhi,0
55,113550,Chennai,1
25,30905,Mumbai,0
30,85040,Mumbai,1
45,65049,Mumbai,1
61,47734,Delhi,0
41,91704,Chennai,1
54,99174,Chennai,1
28,142414,Bangalore,1
41,106323,Chennai,1
24,112106,Bangalore,0
41,144931,Chennai,1
57,50620,Mumbai,0
49,86198,Delhi,1
25,40156,Bangalore,0
37,113844,Hyderabad,1
24,134253,Chennai,0
61,90422,Mumbai,1
58,130955,Mumbai,1
64,134667,Chennai,1
18,132106,Hyderabad,0
45,91581,Bangalore,1
44,91635,Hyderabad,1
62,95259,Hyderabad,1
44,123870,Delhi,1
20,146621,Hyderabad,0
39,113283,Hyderabad,1
48,51275,Bangalore,0
50,74611,Chennai,1
55,63449,Mumbai,1
62,145036,Mumbai,1
44,60888,Bangalore,1
49,31692,Mumbai,0
42,51314,Mumbai,0
49,76853,Chennai,1
60,80613,Bangalore,1
56,76604,Bangalore,1
65,68880,Hyderabad,1
46,110959,Chennai,1
42,106136,Bangalore,1
55,107970,Bangalore,1
46,122593,Delhi,1
40,71344,Mumbai,1
35,136892,Chennai,1
34,138185,Bangalore,1
59,29728,Mumbai,0
34,28082,Bangalore,0
33,83023,Chennai,1
28,103710,Delhi,1
53,120023,Bangalore,1
61,134019,Hyderabad,1
57,77214,Bangalore,1
32,109106,Hyderabad,1
34,68616,Delhi,1
33,82793,Bangalore,1
35,97609,Delhi,1
48,93809,Delhi,1
41,55090,Hyderabad,0
31,51046,Hyderabad,0
41,146230,Chennai,1
55,49705,Mumbai,0
64,104582,Delhi,1
33,78357,Hyderabad,1
42,64707,Hyderabad,1
20,116308,Bangalore,0
19,87222,Mumbai,0
47,52398,Delhi,0
35,36450,Bangalore,0
18,119596,Chennai,0
31,48157,Bangalore,0
19,66186,Delhi,0
20,130141,Mumbai,0
44,72312,Hyderabad,1
32,138947,Hyderabad,1
46,107790,Hyderabad,1
45,51997,Mumbai,0
36,146179,Chennai,1
47,61848,Chennai,1
35,115656,Chennai,1
45,122722,Delhi,1
33,53627,Mumbai,0
49,50764,Hyderabad,0
57,87198,Bangalore,1
25,68997,Hyderabad,0
27,127571,Delhi,1
63,124340,Hyderabad,1
36,132238,Delhi,1
21,139966,Delhi,0
19,48467,Chennai,0
45,30887,Chennai,0
52,39440,Hyderabad,0
38,40071,Chennai,0
37,92862,Bangalore,1
55,140494,Chennai,1
48,99158,Chennai,1
30,92943,Mumbai,1
33,138120,Delhi,1
45,36428,Bangalore,0
34,53175,Bangalore,0
46,138011,Bangalore,1
35,117512,Chennai,1
51,102337,Mumbai,1
39,28005,Bangalore,0
60,124274,Mumbai,1
44,29155,Mumbai,0
47,28800,Chennai,0
51,86652,Bangalore,1
45,124118,Chennai,1
21,88030,Delhi,0
58,135905,Hyderabad,1
61,148513,Delhi,1
28,103605,Mumbai,1
33,140742,Chennai,1
24,138075,Mumbai,0
54,39390,Mumbai,0
30,89485,Chennai,1
34,72699,Hyderabad,1
59,102103,Hyderabad,1
37,113102,Delhi,1
62,121523,Mumbai,1
33,90303,Chennai,1
50,83444,Delhi,1
39,145149,Hyderabad,1
18,89130,Hyderabad,0
22,124417,Delhi,0
58,130204,Chennai,1
59,72627,Delhi,1
19,132304,Chennai,0
35,30351,Chennai,0
20,84646,Hyderabad,0
31,124791,Hyderabad,1
61,109605,Bangalore,1
46,94587,Bangalore,1
50,50726,Delhi,0
32,58332,Hyderabad,0
40,85612,Mumbai,1
45,146857,Bangalore,1
60,62322,Delhi,1
36,140034,Bangalore,1
57,41947,Chennai,0
29,92380,Delhi,1
57,26296,Mumbai,0
25,138622,Chennai,0
53,138919,Hyderabad,1
33,128790,Chennai,1
34,57204,Delhi,0
45,89546,Hyderabad,1
38,122794,Hyderabad,1
50,133610,Bangalore,1
34,60016,Delhi,1
53,98658,Hyderabad,1
38,122312,Hyderabad,1
31,28139,Mumbai,0
29,107000,Delhi,1
47,107094,Bangalore,1
45,25665,Bangalore,0
27,80486,Hyderabad,1
57,127398,Delhi,1
25,122414,Bangalore,0
28,52095,Delhi,0
26,104567,Hyderabad,1
60,106585,Chennai,1
42,50668,Mumbai,0
19,103695,Mumbai,0
33,71952,Chennai,1
40,59699,Delhi,0
33,28847,Chennai,0
56,109235,Hyderabad,1
25,130283,Bangalore,0
35,130525,Delhi,1
29,114472,Chennai,1
31,146161,Mumbai,1
19,40397,Mumbai,0
58,104856,Bangalore,1
31,37244,Hyderabad,0
38,25573,Delhi,0
36,41780,Mumbai,0
23,112071,Hyderabad,0
26,116721,Delhi,1
62,136977,Chennai,1
51,41556,Delhi,0
37,94251,Delhi,1
62,29264,Hyderabad,0
33,144281,Delhi,1
40,63970,Hyderabad,1
36,117906,Chennai,1
31,144959,Hyderabad,1
40,83125,Chennai,1
56,83598,Mumbai,1
55,131345,Hyderabad,1
65,44708,Bangalore,0
63,68189,Bangalore,1
33,93978,Delhi,1
41,137462,Delhi,1
52,45553,Chennai,0
27,137664,Mumbai,1
50,139077,Mumbai,1
45,147132,Bangalore,1
26,101923,Bangalore,1
24,91118,Bangalore,0
29,139140,Bangalore,1
41,109740,Chennai,1
61,79893,Hyderabad,1
51,111688,Delhi,1
39,143654,Bangalore,1
55,30376,Mumbai,0
21,147796,Hyderabad,0
25,100390,Chennai,0
64,120252,Hyderabad,1
39,135751,Bangalore,1
34,122221,Hyderabad,1
47,75814,Delhi,1
61,129753,Bangalore,1
18,133076,Bangalore,0
50,97667,Bangalore,1
55,121921,Delhi,1
63,135796,Bangalore,1
65,28991,Hyderabad,0
54,42855,Bangalore,0
36,78375,Bangalore,1
20,56106,Bangalore,0
19,83146,Chennai,0
56,146933,Bangalore,1
40,127741,Bangalore,1
56,116457,Mumbai,1
41,137845,Bangalore,1
50,91948,Delhi,1
21,91556,Mumbai,0
60,44994,Chennai,0
46,126707,Bangalore,1
37,83592,Chennai,1
58,90097,Chennai,1
35,73772,Hyderabad,1
29,73488,Bangalore,1
63,40397,Mumbai,0
31,92412,Chennai,1
27,136611,Bangalore,1
65,101912,Mumbai,1
48,103136,Chennai,1
57,30051,Delhi,0
49,33142,Bangalore,0
39,142008,Bangalore,1
56,62251,Hyderabad,1
37,99604,Chennai,1
47,142491,Bangalore,1
64,135815,Delhi,1
45,80885,Mumbai,1
30,113833,Hyderabad,1
39,128296,Chennai,1
60,135815,Chennai,1
25,45190,Bangalore,0
41,101824,Mumbai,1
39,143179,Delhi,1
28,126780,Chennai,1
45,83556,Bangalore,1
57,121237,Delhi,1
42,64469,Delhi,1
27,144441,Mumbai,1
49,44336,Chennai,0
43,72244,Mumbai,1
22,148458,Bangalore,0
41,149313,Delhi,1
62,107262,Mumbai,1
35,38529,Chennai,0
58,132364,Delhi,1
21,69431,Bangalore,0
41,69091,Hyderabad,1
33,128586,Bangalore,1
40,71615,Hyderabad,1
39,141356,Bangalore,1
45,130043,Mumbai,1
25,80569,Hyderabad,0
60,53139,Mumbai,0
41,129114,Chennai,1
62,137806,Chennai,1
44,91712,Delhi,1
53,132527,Hyderabad,1
40,124434,Delhi,1
37,130320,Hyderabad,1
23,28928,Hyderabad,0
44,124500,Delhi,1
36,51335,Delhi,0
48,36638,Bangalore,0
39,114193,Chennai,1
53,67081,Mumbai,1
23,107017,Hyderabad,0
47,101424,Mumbai,1
32,76245,Hyderabad,1
42,141282,Delhi,1
57,114345,Mumbai,1
22,112586,Chennai,0
20,93617,Hyderabad,0
51,91346,Hyderabad,1
40,109702,Delhi,1
23,29379,Bangalore,0
41,128554,Hyderabad,1
30,103278,Delhi,1
23,39159,Bangalore,0
31,47703,Delhi,0
28,78201,Bangalore,1
21,29322,Hyderabad,0
63,49885,Mumbai,0
63,53460,Hyderabad,0
45,56849,Chennai,0
55,30579,Mumbai,0
18,112253,Mumbai,0
52,98467,Chennai,1
51,47224,Delhi,0
53,94769,Hyderabad,1
31,94233,Bangalore,1
36,149858,Chennai,1
51,38020,Chennai,0
46,81659,Chennai,1
33,123006,Bangalore,1
26,121881,Delhi,1
52,55485,Bangalore,0
50,116666,Delhi,1
29,63528,Mumbai,1
65,125391,Chennai,1
45,63286,Chennai,1
35,44516,Chennai,0
37,61020,Delhi,1
34,85699,Hyderabad,1
30,125466,Mumbai,1
49,103547,Chennai,1
44,56407,Chennai,0
56,127877,Bangalore,1
51,37179,Hyderabad,0
48,83147,Bangalore,1
35,104873,Hyderabad,1
28,65776,Chennai,1
51,83440,Delhi,1
37,147193,Bangalore,1
42,131882,Hyderabad,1
31,128962,Hyderabad,1
57,117161,Bangalore,1
33,37039,Bangalore,0
39,130917,Chennai,1
43,65757,Mumbai,1
30,105615,Bangalore,1
18,148410,Mumbai,0
58,74657,Hyderabad,1
18,136003,Hyderabad,0
54,130539,Chennai,1
35,125358,Hyderabad,1
42,76180,Chennai,1
60,130882,Hyderabad,1
22,142620,Delhi,0
60,95487,Mumbai,1
26,100568,Mumbai,1
33,112161,Mumbai,1
35,75293,Hyderabad,1
49,43005,Mumbai,0
21,54695,Chennai,0
31,55199,Chennai,0
63,98137,Bangalore,1
21,75699,Delhi,0
